d2star	gca_000006965	gca_000007645	gca_000008525	gca_000010085	gca_000011325	gca_000011605	gca_000011965	gca_000012365	gca_000012685	gca_000013285	gca_000013825	gca_000014045	gca_000014085	gca_000014305	gca_000015645	gca_000018145	gca_000018785	gca_000020065	gca_000022505	gca_000022625	gca_000022765	gca_000022885	gca_000023425	gca_000024845	gca_000025805	gca_000026585	gca_000026985	gca_000039765	gca_000054005	gca_000091565	gca_000092225	gca_000154865	gca_000157015	gca_000159355	gca_000164095	gca_000168695	gca_000168915	gca_000169215	gca_000169735	gca_000175355	gca_000176055	gca_000177415	gca_000195835	gca_000195875	gca_000196315	gca_000197855	gca_000203915	gca_000217675	gca_000226035	gca_000250675	gca_000252855	gca_000253235	gca_000260515	gca_000268185	gca_000278845	gca_000287935	gca_000296305	gca_000300795	gca_000305335	gca_000307585	gca_000309585	gca_000316155	gca_000318015	gca_000328745	gca_000334015	gca_000385815	gca_000411215	gca_000415045	gca_000415525	gca_000415905	gca_000434755	gca_000452705	gca_000454425	gca_000463075	gca_000468795	gca_000479165	gca_000481065	gca_000485615	gca_000504745	gca_000506405	gca_000508005	gca_000512185	gca_000534935	gca_000580515	gca_000590455	gca_000632475	gca_000638495	gca_000705615	gca_000739395	gca_000770295	gca_000877675	gca_000959925	gca_000981155	gca_001022195	gca_001084885	gca_001252575	gca_001276975	gca_001368995	gca_001417865	gca_001558355	gca_001562235	gca_001592735	gca_001594265	gca_001761825	gca_001922905	gca_001990735	gca_002083205	gca_002148025	gca_002150995	gca_002180335	gca_002285615	gca_002287945	gca_002355995	gca_002563475	gca_002847905	gca_002899435	gca_003388675	gca_003410225	gca_003571485	gca_003967135	gca_004136675	gca_004368945	gca_005144475	gca_005405965	gca_005864365	gca_006094315	gca_900092915	gca_900097965	gca_900660535
gca_000260515	3.45E-01	2.03E-01	2.03E-01	2.89E-01	3.45E-01	3.45E-01	3.45E-01	2.42E-01	3.45E-01	4.92E-02	1.70E-01	3.45E-01	4.92E-02	2.89E-01	3.45E-01	3.45E-01	2.89E-01	3.45E-01	4.92E-02	3.45E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.03E-01	3.45E-01	3.45E-01	3.45E-01	3.45E-01	9.99E-02	3.45E-01	3.45E-01	2.89E-01	2.42E-01	3.45E-01	2.42E-02	9.98E-03	3.45E-01	2.89E-01	2.89E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.89E-01	5.87E-02	2.89E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.89E-01	1.00E+00	2.89E-01	9.99E-02	1.42E-01	1.42E-01	3.45E-01	3.45E-01	3.45E-01	2.89E-01	5.87E-02	2.42E-01	8.37E-02	1.70E-01	3.45E-01	3.45E-01	4.92E-02	2.42E-01	3.45E-01	3.45E-02	1.70E-02	3.45E-01	2.42E-01	1.19E-01	3.45E-01	2.41E-06	8.31E-09	3.45E-01	2.42E-01	3.45E-01	2.89E-01	1.42E-01	1.42E-01	9.99E-02	3.45E-01	2.88E-06	3.45E-01	3.45E-01	3.45E-01	5.87E-02	3.45E-01	3.45E-01	3.45E-01	1.42E-01	2.89E-01	2.03E-01	3.45E-01	3.45E-01	2.42E-03	3.45E-01	2.42E-01	3.45E-01	2.42E-01	3.45E-01	3.45E-01	3.45E-01	5.87E-02	2.89E-01	7.01E-02	2.89E-01	2.89E-01	1.70E-01	1.42E-03	2.03E-01	2.89E-01	3.45E-01	2.42E-01	2.89E-01	3.45E-01	2.89E-01	2.89E-01	2.89E-01	2.89E-01	1.70E-01	9.99E-02	1.42E-01	3.45E-01	3.45E-01
gca_000268185	5.88E-01	3.45E-01	3.45E-01	4.92E-01	5.88E-01	5.88E-01	5.88E-01	4.12E-01	5.88E-01	8.37E-02	2.89E-01	5.88E-01	8.37E-02	4.92E-01	5.88E-01	5.88E-01	4.92E-01	5.88E-01	8.37E-02	5.88E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	3.45E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	1.70E-01	5.88E-01	5.88E-01	4.92E-01	4.12E-01	5.88E-01	4.12E-02	1.70E-02	5.88E-01	4.92E-01	4.92E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	4.92E-01	9.99E-02	4.92E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	4.92E-01	2.89E-01	1.00E+00	1.70E-01	2.42E-01	2.42E-01	5.88E-01	5.88E-01	5.88E-01	4.92E-01	9.99E-02	4.12E-01	1.42E-01	2.89E-01	5.88E-01	5.88E-01	8.37E-02	4.12E-01	5.88E-01	5.87E-02	2.89E-02	5.88E-01	4.12E-01	2.03E-01	5.88E-01	4.10E-06	1.41E-08	5.88E-01	4.12E-01	5.88E-01	4.92E-01	2.42E-01	2.42E-01	1.70E-01	5.88E-01	4.90E-06	5.88E-01	5.88E-01	5.88E-01	9.99E-02	5.88E-01	5.88E-01	5.88E-01	2.42E-01	4.92E-01	3.45E-01	5.88E-01	5.88E-01	4.11E-03	5.88E-01	4.12E-01	5.88E-01	4.12E-01	5.88E-01	5.88E-01	5.88E-01	9.99E-02	4.92E-01	1.19E-01	4.92E-01	4.92E-01	2.89E-01	2.42E-03	3.45E-01	4.92E-01	5.88E-01	4.12E-01	4.92E-01	5.88E-01	4.92E-01	4.92E-01	4.92E-01	4.92E-01	2.89E-01	1.70E-01	2.42E-01	5.88E-01	5.88E-01
gca_000278845	2.03E-01	1.19E-01	1.19E-01	1.70E-01	2.03E-01	2.03E-01	2.03E-01	1.42E-01	2.03E-01	2.89E-02	9.99E-02	2.03E-01	2.89E-02	1.70E-01	2.03E-01	2.03E-01	1.70E-01	2.03E-01	2.89E-02	2.03E-01	2.03E-01	1.70E-01	2.03E-01	2.03E-01	1.19E-01	2.03E-01	2.03E-01	2.03E-01	2.03E-01	5.87E-02	2.03E-01	2.03E-01	1.70E-01	1.42E-01	2.03E-01	1.42E-02	5.87E-03	2.03E-01	1.70E-01	1.70E-01	2.03E-01	1.70E-01	2.03E-01	2.03E-01	1.70E-01	3.45E-02	1.70E-01	2.03E-01	1.70E-01	2.03E-01	2.03E-01	1.70E-01	9.99E-02	1.70E-01	1.00E+00	8.37E-02	8.37E-02	2.03E-01	2.03E-01	2.03E-01	1.70E-01	3.45E-02	1.42E-01	4.92E-02	9.99E-02	2.03E-01	2.03E-01	2.89E-02	1.42E-01	2.03E-01	2.03E-02	9.98E-03	2.03E-01	1.42E-01	7.01E-02	2.03E-01	1.42E-06	4.88E-09	2.03E-01	1.42E-01	2.03E-01	1.70E-01	8.37E-02	8.37E-02	5.87E-02	2.03E-01	1.69E-06	2.03E-01	2.03E-01	2.03E-01	3.45E-02	2.03E-01	2.03E-01	2.03E-01	8.37E-02	1.70E-01	1.19E-01	2.03E-01	2.03E-01	1.42E-03	2.03E-01	1.42E-01	2.03E-01	1.42E-01	2.03E-01	2.03E-01	2.03E-01	3.45E-02	1.70E-01	4.12E-02	1.70E-01	1.70E-01	9.99E-02	8.35E-04	1.19E-01	1.70E-01	2.03E-01	1.42E-01	1.70E-01	2.03E-01	1.70E-01	1.70E-01	1.70E-01	1.70E-01	9.99E-02	5.87E-02	8.37E-02	2.03E-01	2.03E-01
gca_000287935	2.89E-01	1.70E-01	1.70E-01	2.42E-01	2.89E-01	2.89E-01	2.89E-01	2.03E-01	2.89E-01	4.12E-02	1.42E-01	2.89E-01	4.12E-02	2.42E-01	2.89E-01	2.89E-01	2.42E-01	2.89E-01	4.12E-02	2.89E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	1.70E-01	2.89E-01	2.89E-01	2.89E-01	2.89E-01	8.37E-02	2.89E-01	2.89E-01	2.42E-01	2.03E-01	2.89E-01	2.03E-02	8.36E-03	2.89E-01	2.42E-01	2.42E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	2.42E-01	4.92E-02	2.42E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	2.42E-01	1.42E-01	2.42E-01	8.37E-02	1.00E+00	1.19E-01	2.89E-01	2.89E-01	2.89E-01	2.42E-01	4.92E-02	2.03E-01	7.01E-02	1.42E-01	2.89E-01	2.89E-01	4.12E-02	2.03E-01	2.89E-01	2.89E-02	1.42E-02	2.89E-01	2.03E-01	9.99E-02	2.89E-01	2.02E-06	6.96E-09	2.89E-01	2.03E-01	2.89E-01	2.42E-01	1.19E-01	1.19E-01	8.37E-02	2.89E-01	2.41E-06	2.89E-01	2.89E-01	2.89E-01	4.92E-02	2.89E-01	2.89E-01	2.89E-01	1.19E-01	2.42E-01	1.70E-01	2.89E-01	2.89E-01	2.03E-03	2.89E-01	2.03E-01	2.89E-01	2.03E-01	2.89E-01	2.89E-01	2.89E-01	4.92E-02	2.42E-01	5.87E-02	2.42E-01	2.42E-01	1.42E-01	1.19E-03	1.70E-01	2.42E-01	2.89E-01	2.03E-01	2.42E-01	2.89E-01	2.42E-01	2.42E-01	2.42E-01	2.42E-01	1.42E-01	8.37E-02	1.19E-01	2.89E-01	2.89E-01
gca_000296305	2.89E-01	1.70E-01	1.70E-01	2.42E-01	2.89E-01	2.89E-01	2.89E-01	2.03E-01	2.89E-01	4.12E-02	1.42E-01	2.89E-01	4.12E-02	2.42E-01	2.89E-01	2.89E-01	2.42E-01	2.89E-01	4.12E-02	2.89E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	1.70E-01	2.89E-01	2.89E-01	2.89E-01	2.89E-01	8.37E-02	2.89E-01	2.89E-01	2.42E-01	2.03E-01	2.89E-01	2.03E-02	8.36E-03	2.89E-01	2.42E-01	2.42E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	2.42E-01	4.92E-02	2.42E-01	2.89E-01	2.42E-01	2.89E-01	2.89E-01	2.42E-01	1.42E-01	2.42E-01	8.37E-02	1.19E-01	1.00E+00	2.89E-01	2.89E-01	2.89E-01	2.42E-01	4.92E-02	2.03E-01	7.01E-02	1.42E-01	2.89E-01	2.89E-01	4.12E-02	2.03E-01	2.89E-01	2.89E-02	1.42E-02	2.89E-01	2.03E-01	9.99E-02	2.89E-01	2.02E-06	6.96E-09	2.89E-01	2.03E-01	2.89E-01	2.42E-01	1.19E-01	1.19E-01	8.37E-02	2.89E-01	2.41E-06	2.89E-01	2.89E-01	2.89E-01	4.92E-02	2.89E-01	2.89E-01	2.89E-01	1.19E-01	2.42E-01	1.70E-01	2.89E-01	2.89E-01	2.03E-03	2.89E-01	2.03E-01	2.89E-01	2.03E-01	2.89E-01	2.89E-01	2.89E-01	4.92E-02	2.42E-01	5.87E-02	2.42E-01	2.42E-01	1.42E-01	1.19E-03	1.70E-01	2.42E-01	2.89E-01	2.03E-01	2.42E-01	2.89E-01	2.42E-01	2.42E-01	2.42E-01	2.42E-01	1.42E-01	8.37E-02	1.19E-01	2.89E-01	2.89E-01
gca_000300795	7.02E-01	4.12E-01	4.12E-01	5.88E-01	7.02E-01	7.02E-01	7.02E-01	4.92E-01	7.02E-01	9.99E-02	3.45E-01	7.02E-01	9.99E-02	5.88E-01	7.02E-01	7.02E-01	5.88E-01	7.02E-01	9.99E-02	7.02E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	4.12E-01	7.02E-01	7.02E-01	7.02E-01	7.02E-01	2.03E-01	7.02E-01	7.02E-01	5.88E-01	4.92E-01	7.02E-01	4.92E-02	2.03E-02	7.02E-01	5.88E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	1.19E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	3.45E-01	5.88E-01	2.03E-01	2.89E-01	2.89E-01	1.00E+00	7.02E-01	7.02E-01	5.88E-01	1.19E-01	4.92E-01	1.70E-01	3.45E-01	7.02E-01	7.02E-01	9.99E-02	4.92E-01	7.02E-01	7.01E-02	3.45E-02	7.02E-01	4.92E-01	2.42E-01	7.02E-01	4.90E-06	1.69E-08	7.02E-01	4.92E-01	7.02E-01	5.88E-01	2.89E-01	2.89E-01	2.03E-01	7.02E-01	5.85E-06	7.02E-01	7.02E-01	7.02E-01	1.19E-01	7.02E-01	7.02E-01	7.02E-01	2.89E-01	5.88E-01	4.12E-01	7.02E-01	7.02E-01	4.91E-03	7.02E-01	4.92E-01	7.02E-01	4.92E-01	7.02E-01	7.02E-01	7.02E-01	1.19E-01	5.88E-01	1.42E-01	5.88E-01	5.88E-01	3.45E-01	2.89E-03	4.12E-01	5.88E-01	7.02E-01	4.92E-01	5.88E-01	7.02E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	3.45E-01	2.03E-01	2.89E-01	7.02E-01	7.02E-01
gca_000305335	7.02E-01	4.12E-01	4.12E-01	5.88E-01	7.02E-01	7.02E-01	7.02E-01	4.92E-01	7.02E-01	9.99E-02	3.45E-01	7.02E-01	9.99E-02	5.88E-01	7.02E-01	7.02E-01	5.88E-01	7.02E-01	9.99E-02	7.02E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	4.12E-01	7.02E-01	7.02E-01	7.02E-01	7.02E-01	2.03E-01	7.02E-01	7.02E-01	5.88E-01	4.92E-01	7.02E-01	4.92E-02	2.03E-02	7.02E-01	5.88E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	1.19E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	3.45E-01	5.88E-01	2.03E-01	2.89E-01	2.89E-01	7.02E-01	1.00E+00	7.02E-01	5.88E-01	1.19E-01	4.92E-01	1.70E-01	3.45E-01	7.02E-01	7.02E-01	9.99E-02	4.92E-01	7.02E-01	7.01E-02	3.45E-02	7.02E-01	4.92E-01	2.42E-01	7.02E-01	4.90E-06	1.69E-08	7.02E-01	4.92E-01	7.02E-01	5.88E-01	2.89E-01	2.89E-01	2.03E-01	7.02E-01	5.85E-06	7.02E-01	7.02E-01	7.02E-01	1.19E-01	7.02E-01	7.02E-01	7.02E-01	2.89E-01	5.88E-01	4.12E-01	7.02E-01	7.02E-01	4.91E-03	7.02E-01	4.92E-01	7.02E-01	4.92E-01	7.02E-01	7.02E-01	7.02E-01	1.19E-01	5.88E-01	1.42E-01	5.88E-01	5.88E-01	3.45E-01	2.89E-03	4.12E-01	5.88E-01	7.02E-01	4.92E-01	5.88E-01	7.02E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	3.45E-01	2.03E-01	2.89E-01	7.02E-01	7.02E-01
gca_000307585	7.02E-01	4.12E-01	4.12E-01	5.88E-01	7.02E-01	7.02E-01	7.02E-01	4.92E-01	7.02E-01	9.99E-02	3.45E-01	7.02E-01	9.99E-02	5.88E-01	7.02E-01	7.02E-01	5.88E-01	7.02E-01	9.99E-02	7.02E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	4.12E-01	7.02E-01	7.02E-01	7.02E-01	7.02E-01	2.03E-01	7.02E-01	7.02E-01	5.88E-01	4.92E-01	7.02E-01	4.92E-02	2.03E-02	7.02E-01	5.88E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	1.19E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	3.45E-01	5.88E-01	2.03E-01	2.89E-01	2.89E-01	7.02E-01	7.02E-01	1.00E+00	5.88E-01	1.19E-01	4.92E-01	1.70E-01	3.45E-01	7.02E-01	7.02E-01	9.99E-02	4.92E-01	7.02E-01	7.01E-02	3.45E-02	7.02E-01	4.92E-01	2.42E-01	7.02E-01	4.90E-06	1.69E-08	7.02E-01	4.92E-01	7.02E-01	5.88E-01	2.89E-01	2.89E-01	2.03E-01	7.02E-01	5.85E-06	7.02E-01	7.02E-01	7.02E-01	1.19E-01	7.02E-01	7.02E-01	7.02E-01	2.89E-01	5.88E-01	4.12E-01	7.02E-01	7.02E-01	4.91E-03	7.02E-01	4.92E-01	7.02E-01	4.92E-01	7.02E-01	7.02E-01	7.02E-01	1.19E-01	5.88E-01	1.42E-01	5.88E-01	5.88E-01	3.45E-01	2.89E-03	4.12E-01	5.88E-01	7.02E-01	4.92E-01	5.88E-01	7.02E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	3.45E-01	2.03E-01	2.89E-01	7.02E-01	7.02E-01
gca_000309585	5.88E-01	3.45E-01	3.45E-01	4.92E-01	5.88E-01	5.88E-01	5.88E-01	4.12E-01	5.88E-01	8.37E-02	2.89E-01	5.88E-01	8.37E-02	4.92E-01	5.88E-01	5.88E-01	4.92E-01	5.88E-01	8.37E-02	5.88E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	3.45E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	1.70E-01	5.88E-01	5.88E-01	4.92E-01	4.12E-01	5.88E-01	4.12E-02	1.70E-02	5.88E-01	4.92E-01	4.92E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	4.92E-01	9.99E-02	4.92E-01	5.88E-01	4.92E-01	5.88E-01	5.88E-01	4.92E-01	2.89E-01	4.92E-01	1.70E-01	2.42E-01	2.42E-01	5.88E-01	5.88E-01	5.88E-01	1.00E+00	9.99E-02	4.12E-01	1.42E-01	2.89E-01	5.88E-01	5.88E-01	8.37E-02	4.12E-01	5.88E-01	5.87E-02	2.89E-02	5.88E-01	4.12E-01	2.03E-01	5.88E-01	4.10E-06	1.41E-08	5.88E-01	4.12E-01	5.88E-01	4.92E-01	2.42E-01	2.42E-01	1.70E-01	5.88E-01	4.90E-06	5.88E-01	5.88E-01	5.88E-01	9.99E-02	5.88E-01	5.88E-01	5.88E-01	2.42E-01	4.92E-01	3.45E-01	5.88E-01	5.88E-01	4.11E-03	5.88E-01	4.12E-01	5.88E-01	4.12E-01	5.88E-01	5.88E-01	5.88E-01	9.99E-02	4.92E-01	1.19E-01	4.92E-01	4.92E-01	2.89E-01	2.42E-03	3.45E-01	4.92E-01	5.88E-01	4.12E-01	4.92E-01	5.88E-01	4.92E-01	4.92E-01	4.92E-01	4.92E-01	2.89E-01	1.70E-01	2.42E-01	5.88E-01	5.88E-01
gca_000316155	1.19E-01	7.01E-02	7.01E-02	9.99E-02	1.19E-01	1.19E-01	1.19E-01	8.37E-02	1.19E-01	1.70E-02	5.87E-02	1.19E-01	1.70E-02	9.99E-02	1.19E-01	1.19E-01	9.99E-02	1.19E-01	1.70E-02	1.19E-01	1.19E-01	9.99E-02	1.19E-01	1.19E-01	7.01E-02	1.19E-01	1.19E-01	1.19E-01	1.19E-01	3.45E-02	1.19E-01	1.19E-01	9.99E-02	8.37E-02	1.19E-01	8.36E-03	3.45E-03	1.19E-01	9.99E-02	9.99E-02	1.19E-01	9.99E-02	1.19E-01	1.19E-01	9.99E-02	2.03E-02	9.99E-02	1.19E-01	9.99E-02	1.19E-01	1.19E-01	9.99E-02	5.87E-02	9.99E-02	3.45E-02	4.92E-02	4.92E-02	1.19E-01	1.19E-01	1.19E-01	9.99E-02	1.00E+00	8.37E-02	2.89E-02	5.87E-02	1.19E-01	1.19E-01	1.70E-02	8.37E-02	1.19E-01	1.19E-02	5.87E-03	1.19E-01	8.37E-02	4.12E-02	1.19E-01	8.33E-07	2.87E-09	1.19E-01	8.37E-02	1.19E-01	9.99E-02	4.92E-02	4.92E-02	3.45E-02	1.19E-01	9.94E-07	1.19E-01	1.19E-01	1.19E-01	2.03E-02	1.19E-01	1.19E-01	1.19E-01	4.92E-02	9.99E-02	7.01E-02	1.19E-01	1.19E-01	8.35E-04	1.19E-01	8.37E-02	1.19E-01	8.37E-02	1.19E-01	1.19E-01	1.19E-01	2.03E-02	9.99E-02	2.42E-02	9.99E-02	9.99E-02	5.87E-02	4.91E-04	7.01E-02	9.99E-02	1.19E-01	8.37E-02	9.99E-02	1.19E-01	9.99E-02	9.99E-02	9.99E-02	9.99E-02	5.87E-02	3.45E-02	4.92E-02	1.19E-01	1.19E-01
gca_000318015	4.92E-01	2.89E-01	2.89E-01	4.12E-01	4.92E-01	4.92E-01	4.92E-01	3.45E-01	4.92E-01	7.01E-02	2.42E-01	4.92E-01	7.01E-02	4.12E-01	4.92E-01	4.92E-01	4.12E-01	4.92E-01	7.01E-02	4.92E-01	4.92E-01	4.12E-01	4.92E-01	4.92E-01	2.89E-01	4.92E-01	4.92E-01	4.92E-01	4.92E-01	1.42E-01	4.92E-01	4.92E-01	4.12E-01	3.45E-01	4.92E-01	3.45E-02	1.42E-02	4.92E-01	4.12E-01	4.12E-01	4.92E-01	4.12E-01	4.92E-01	4.92E-01	4.12E-01	8.37E-02	4.12E-01	4.92E-01	4.12E-01	4.92E-01	4.92E-01	4.12E-01	2.42E-01	4.12E-01	1.42E-01	2.03E-01	2.03E-01	4.92E-01	4.92E-01	4.92E-01	4.12E-01	8.37E-02	1.00E+00	1.19E-01	2.42E-01	4.92E-01	4.92E-01	7.01E-02	3.45E-01	4.92E-01	4.92E-02	2.42E-02	4.92E-01	3.45E-01	1.70E-01	4.92E-01	3.44E-06	1.18E-08	4.92E-01	3.45E-01	4.92E-01	4.12E-01	2.03E-01	2.03E-01	1.42E-01	4.92E-01	4.10E-06	4.92E-01	4.92E-01	4.92E-01	8.37E-02	4.92E-01	4.92E-01	4.92E-01	2.03E-01	4.12E-01	2.89E-01	4.92E-01	4.92E-01	3.45E-03	4.92E-01	3.45E-01	4.92E-01	3.45E-01	4.92E-01	4.92E-01	4.92E-01	8.37E-02	4.12E-01	9.99E-02	4.12E-01	4.12E-01	2.42E-01	2.03E-03	2.89E-01	4.12E-01	4.92E-01	3.45E-01	4.12E-01	4.92E-01	4.12E-01	4.12E-01	4.12E-01	4.12E-01	2.42E-01	1.42E-01	2.03E-01	4.92E-01	4.92E-01
gca_000328745	1.70E-01	9.99E-02	9.99E-02	1.42E-01	1.70E-01	1.70E-01	1.70E-01	1.19E-01	1.70E-01	2.42E-02	8.37E-02	1.70E-01	2.42E-02	1.42E-01	1.70E-01	1.70E-01	1.42E-01	1.70E-01	2.42E-02	1.70E-01	1.70E-01	1.42E-01	1.70E-01	1.70E-01	9.99E-02	1.70E-01	1.70E-01	1.70E-01	1.70E-01	4.92E-02	1.70E-01	1.70E-01	1.42E-01	1.19E-01	1.70E-01	1.19E-02	4.91E-03	1.70E-01	1.42E-01	1.42E-01	1.70E-01	1.42E-01	1.70E-01	1.70E-01	1.42E-01	2.89E-02	1.42E-01	1.70E-01	1.42E-01	1.70E-01	1.70E-01	1.42E-01	8.37E-02	1.42E-01	4.92E-02	7.01E-02	7.01E-02	1.70E-01	1.70E-01	1.70E-01	1.42E-01	2.89E-02	1.19E-01	1.00E+00	8.37E-02	1.70E-01	1.70E-01	2.42E-02	1.19E-01	1.70E-01	1.70E-02	8.36E-03	1.70E-01	1.19E-01	5.87E-02	1.70E-01	1.19E-06	4.09E-09	1.70E-01	1.19E-01	1.70E-01	1.42E-01	7.01E-02	7.01E-02	4.92E-02	1.70E-01	1.42E-06	1.70E-01	1.70E-01	1.70E-01	2.89E-02	1.70E-01	1.70E-01	1.70E-01	7.01E-02	1.42E-01	9.99E-02	1.70E-01	1.70E-01	1.19E-03	1.70E-01	1.19E-01	1.70E-01	1.19E-01	1.70E-01	1.70E-01	1.70E-01	2.89E-02	1.42E-01	3.45E-02	1.42E-01	1.42E-01	8.37E-02	7.00E-04	9.99E-02	1.42E-01	1.70E-01	1.19E-01	1.42E-01	1.70E-01	1.42E-01	1.42E-01	1.42E-01	1.42E-01	8.37E-02	4.92E-02	7.01E-02	1.70E-01	1.70E-01
gca_000334015	3.45E-01	2.03E-01	2.03E-01	2.89E-01	3.45E-01	3.45E-01	3.45E-01	2.42E-01	3.45E-01	4.92E-02	1.70E-01	3.45E-01	4.92E-02	2.89E-01	3.45E-01	3.45E-01	2.89E-01	3.45E-01	4.92E-02	3.45E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.03E-01	3.45E-01	3.45E-01	3.45E-01	3.45E-01	9.99E-02	3.45E-01	3.45E-01	2.89E-01	2.42E-01	3.45E-01	2.42E-02	9.98E-03	3.45E-01	2.89E-01	2.89E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.89E-01	5.87E-02	2.89E-01	3.45E-01	2.89E-01	3.45E-01	3.45E-01	2.89E-01	1.70E-01	2.89E-01	9.99E-02	1.42E-01	1.42E-01	3.45E-01	3.45E-01	3.45E-01	2.89E-01	5.87E-02	2.42E-01	8.37E-02	1.00E+00	3.45E-01	3.45E-01	4.92E-02	2.42E-01	3.45E-01	3.45E-02	1.70E-02	3.45E-01	2.42E-01	1.19E-01	3.45E-01	2.41E-06	8.31E-09	3.45E-01	2.42E-01	3.45E-01	2.89E-01	1.42E-01	1.42E-01	9.99E-02	3.45E-01	2.88E-06	3.45E-01	3.45E-01	3.45E-01	5.87E-02	3.45E-01	3.45E-01	3.45E-01	1.42E-01	2.89E-01	2.03E-01	3.45E-01	3.45E-01	2.42E-03	3.45E-01	2.42E-01	3.45E-01	2.42E-01	3.45E-01	3.45E-01	3.45E-01	5.87E-02	2.89E-01	7.01E-02	2.89E-01	2.89E-01	1.70E-01	1.42E-03	2.03E-01	2.89E-01	3.45E-01	2.42E-01	2.89E-01	3.45E-01	2.89E-01	2.89E-01	2.89E-01	2.89E-01	1.70E-01	9.99E-02	1.42E-01	3.45E-01	3.45E-01
gca_000385815	7.02E-01	4.12E-01	4.12E-01	5.88E-01	7.02E-01	7.02E-01	7.02E-01	4.92E-01	7.02E-01	9.99E-02	3.45E-01	7.02E-01	9.99E-02	5.88E-01	7.02E-01	7.02E-01	5.88E-01	7.02E-01	9.99E-02	7.02E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	4.12E-01	7.02E-01	7.02E-01	7.02E-01	7.02E-01	2.03E-01	7.02E-01	7.02E-01	5.88E-01	4.92E-01	7.02E-01	4.92E-02	2.03E-02	7.02E-01	5.88E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	1.19E-01	5.88E-01	7.02E-01	5.88E-01	7.02E-01	7.02E-01	5.88E-01	3.45E-01	5.88E-01	2.03E-01	2.89E-01	2.89E-01	7.02E-01	7.02E-01	7.02E-01	5.88E-01	1.19E-01	4.92E-01	1.70E-01	3.45E-01	1.00E+00	7.02E-01	9.99E-02	4.92E-01	7.02E-01	7.01E-02	3.45E-02	7.02E-01	4.92E-01	2.42E-01	7.02E-01	4.90E-06	1.69E-08	7.02E-01	4.92E-01	7.02E-01	5.88E-01	2.89E-01	2.89E-01	2.03E-01	7.02E-01	5.85E-06	7.02E-01	7.02E-01	7.02E-01	1.19E-01	7.02E-01	7.02E-01	7.02E-01	2.89E-01	5.88E-01	4.12E-01	7.02E-01	7.02E-01	4.91E-03	7.02E-01	4.92E-01	7.02E-01	4.92E-01	7.02E-01	7.02E-01	7.02E-01	1.19E-01	5.88E-01	1.42E-01	5.88E-01	5.88E-01	3.45E-01	2.89E-03	4.12E-01	5.88E-01	7.02E-01	4.92E-01	5.88E-01	7.02E-01	5.88E-01	5.88E-01	5.88E-01	5.88E-01	3.45E-01	2.03E-01	2.89E-01	7.02E-01	7.02E-01
